loss,accuracy,val_loss,val_accuracy,precision,recall,f1
0.49920374155044556,0.823078453540802,0.4149567782878876,0.8494444489479065,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.37079286575317383,0.8650980591773987,0.3656955361366272,0.8695555329322815,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.32918065786361694,0.8800392150878906,0.33833256363868713,0.8776666522026062,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.3027503490447998,0.8893921375274658,0.34851473569869995,0.8743333220481873,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.2852860689163208,0.893666684627533,0.3257817327976227,0.882111132144928,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.26913487911224365,0.9005489945411682,0.31349340081214905,0.8878889083862305,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.25442245602607727,0.9042549133300781,0.3543967008590698,0.8690000176429749,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.24637585878372192,0.90790194272995,0.31578072905540466,0.8886666893959045,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.23638655245304108,0.9126274585723877,0.329828143119812,0.883222222328186,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.22672322392463684,0.9152156710624695,0.30523478984832764,0.8938888907432556,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.2141350507736206,0.9200588464736938,0.3211480677127838,0.8867777585983276,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.2081751525402069,0.9220196008682251,0.3192294239997864,0.8912222385406494,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.19946247339248657,0.9266666769981384,0.339041143655777,0.8861111402511597,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.195291206240654,0.9270195960998535,0.31530988216400146,0.8925555348396301,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.18417392671108246,0.9318431615829468,0.3167686462402344,0.8920000195503235,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.18081098794937134,0.9317451119422913,0.34312209486961365,0.8888888955116272,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.17341884970664978,0.935235321521759,0.32888177037239075,0.8902222514152527,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.16591332852840424,0.9367254972457886,0.33428284525871277,0.8912222385406494,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.16122901439666748,0.939235270023346,0.324136883020401,0.8941110968589783,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.1548139452934265,0.942254900932312,0.34951215982437134,0.8842222094535828,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.14893564581871033,0.9436862468719482,0.3559635877609253,0.8892222046852112,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.14493757486343384,0.9463333487510681,0.33979377150535583,0.8954444527626038,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.1452176719903946,0.9448038935661316,0.36706945300102234,0.8912222385406494,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.13623552024364471,0.9486666917800903,0.34450042247772217,0.9008888602256775,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.1289205104112625,0.9519019722938538,0.3709801137447357,0.8931111097335815,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.12851078808307648,0.9523137211799622,0.35781440138816833,0.8945555686950684,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.12204693257808685,0.9560784101486206,0.3652889132499695,0.895111083984375,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.12412150204181671,0.9536862969398499,0.3781787157058716,0.8965555429458618,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.11319878697395325,0.9572744965553284,0.3674740493297577,0.9001111388206482,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.11447783559560776,0.9571176767349243,0.37905141711235046,0.8972222208976746,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.10954204946756363,0.959490180015564,0.36835283041000366,0.9003333449363708,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.10424908995628357,0.9604706168174744,0.3917873203754425,0.894444465637207,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.10157860070466995,0.9628627300262451,0.4187437891960144,0.8908888697624207,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.09834755957126617,0.9621764421463013,0.3947371542453766,0.9017778038978577,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.09828699380159378,0.9635097980499268,0.40523290634155273,0.8994444608688354,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.09493087232112885,0.9643137454986572,0.4160200357437134,0.8967777490615845,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.09132969379425049,0.9660588502883911,0.43548762798309326,0.8923333287239075,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.09027456492185593,0.9663529396057129,0.4282672703266144,0.8960000276565552,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.08827321976423264,0.9674509763717651,0.4338824152946472,0.8965555429458618,0.8988133047050226,0.8981956040432886,0.8981681836620654
0.08675473928451538,0.9674117565155029,0.42104363441467285,0.8976666927337646,0.8988133047050226,0.8981956040432886,0.8981681836620654
